              L,     Z,     P
1184,890.91,0.767
1185,890.918,0.767
1186,890.926,0.767
1187,890.933,0.767
1188,890.941,0.767
1189,890.949,0.767
1190,890.956,0.767
1191,890.964,0.767
1192,890.972,0.767
1193,890.979,0.767
1194,890.987,0.767
1195,890.995,0.767
1196,891.002,0.767
1197,891.01,0.767
1198,891.018,0.767
1199,891.025,0.767
1200,891.033,0.767
1201,891.041,0.767
1202,891.048,0.767
1203,891.056,0.767
1204,891.064,0.767
1205,891.071,0.767
1206,891.079,0.767
1207,891.087,0.767
1208,891.094,0.767
1209,891.102,0.767
1210,891.11,0.767
1210.178,891.111,0.767
1211,891.117,0.7552
1212,891.125,0.7409
1213,891.132,0.7267
1214,891.139,0.7124
1215,891.146,0.6981
1216,891.153,0.6838
1217,891.16,0.6695
1218,891.167,0.6552
1219,891.173,0.6409
1220,891.18,0.6267
1221,891.186,0.6124
1222,891.192,0.5981
1223,891.198,0.5838
1224,891.203,0.5695
1225,891.209,0.5552
1226,891.215,0.5409
1227,891.22,0.5267
1228,891.225,0.5124
1229,891.23,0.4981
1230,891.235,0.4838
1231,891.24,0.4695
1232,891.244,0.4552
1233,891.249,0.4409
1234,891.253,0.4267
1235,891.257,0.4124
1236,891.262,0.3981
1237,891.265,0.3838
1238,891.269,0.3695
1239,891.273,0.3552
1240,891.276,0.3409
1241,891.28,0.3267
1242,891.283,0.3124
1243,891.286,0.2981
1244,891.289,0.2838
1245,891.292,0.2695
1246,891.294,0.2552
1247,891.297,0.2409
1248,891.299,0.2267
1249,891.301,0.2124
1250,891.303,0.1981
1251,891.305,0.1838
1252,891.307,0.1695
1253,891.309,0.1552
1254,891.31,0.1409
1255,891.311,0.1267
1256,891.313,0.1124
1257,891.314,0.0981
1258,891.315,0.0838
1259,891.315,0.0695
1260,891.316,0.0552
1261,891.316,0.0409
1262,891.317,0.0267
1263,891.317,0.0124
1264,891.317,-0.0019
1265,891.317,-0.0162
1266,891.317,-0.0305
1267,891.316,-0.0448
1268,891.316,-0.0591
1269,891.315,-0.0733
1270,891.314,-0.0876
1271,891.313,-0.1019
1272,891.312,-0.1162
1273,891.311,-0.1305
1274,891.31,-0.1448
1275,891.308,-0.1591
1276,891.306,-0.1733
1277,891.305,-0.1876
1278,891.303,-0.2019
1279,891.301,-0.2162
1280,891.298,-0.2305
1281,891.296,-0.2448
1282,891.293,-0.2591
1283,891.291,-0.2733
1284,891.288,-0.2876
1285,891.285,-0.3019
1286,891.282,-0.3162
1287,891.279,-0.3305
1288,891.275,-0.3448
1289,891.272,-0.3591
1290,891.268,-0.3733
1291,891.264,-0.3876
1292,891.26,-0.4019
1293,891.256,-0.4162
1294,891.252,-0.4305
1295,891.248,-0.4448
1296,891.243,-0.4591
1297,891.239,-0.4733
1298,891.234,-0.4876
1299,891.229,-0.5019
1300,891.224,-0.5162
1301,891.218,-0.5305
1302,891.213,-0.5448
1303,891.208,-0.5591
1304,891.202,-0.5733
1305,891.196,-0.5876
1306,891.19,-0.6019
1307,891.184,-0.6162
1308,891.178,-0.6305
1309,891.171,-0.6448
1310,891.165,-0.6591
1311,891.158,-0.6733
1312,891.151,-0.6876
1313,891.145,-0.7019
1314,891.137,-0.7162
1315,891.13,-0.7305
1316,891.123,-0.7448
1317,891.115,-0.7591
1318,891.108,-0.7733
1319,891.1,-0.7876
1320,891.092,-0.8019
1321,891.084,-0.8162
1322,891.076,-0.8305
1323,891.067,-0.8448
1324,891.059,-0.8591
1325,891.05,-0.8733
1326,891.041,-0.8876
1327,891.032,-0.9019
1328,891.023,-0.9162
1329,891.014,-0.9305
1330,891.005,-0.9448
1331,890.995,-0.9591
1332,890.985,-0.9733
1333,890.976,-0.9876
1334,890.966,-1.0019
1335,890.956,-1.0162
1336,890.945,-1.0305
1337,890.935,-1.0448
1338,890.924,-1.0591
1339,890.914,-1.0733
1340,890.903,-1.0876
1341,890.892,-1.1019
1342,890.881,-1.1162
1343,890.87,-1.1305
1344,890.858,-1.1448
1345,890.847,-1.1591
1346,890.835,-1.1733
1347,890.823,-1.1876
1348,890.811,-1.2019
1349,890.799,-1.2162
1350,890.787,-1.2305
1351,890.775,-1.2448
1352,890.762,-1.2591
1353,890.749,-1.2733
1354,890.737,-1.2876
1355,890.724,-1.3019
1356,890.711,-1.3162
1357,890.697,-1.3305
1358,890.684,-1.3448
1359,890.671,-1.3591
1360,890.657,-1.3733
1361,890.643,-1.3876
1362,890.629,-1.4019
1363,890.615,-1.4162
1364,890.601,-1.4305
1365,890.586,-1.4448
1366,890.572,-1.4591
1367,890.557,-1.4733
1368,890.542,-1.4876
1369,890.527,-1.5019
1370,890.512,-1.5162
1371,890.497,-1.5305
1372,890.482,-1.5448
1373,890.466,-1.5591
1374,890.451,-1.5733
1375,890.435,-1.5876
1376,890.419,-1.6019
1377,890.403,-1.6162
1378,890.387,-1.6305
1379,890.37,-1.6448
1380,890.354,-1.6591
1381,890.337,-1.6733
1382,890.32,-1.6876
1383,890.303,-1.7019
1384,890.286,-1.7162
1385,890.269,-1.7305
1386,890.251,-1.7448
1387,890.234,-1.7591
1388,890.216,-1.7733
1389,890.199,-1.7876
1389.822,890.184,-1.7994
1390,890.181,-1.7994
1391,890.163,-1.7994
1391.499,890.154,-1.7994
1392,890.145,-1.7944
1393,890.127,-1.7844
1394,890.109,-1.7744
1395,890.091,-1.7644
1396,890.074,-1.7544
1397,890.056,-1.7444
1398,890.039,-1.7344
1399,890.021,-1.7244
1400,890.004,-1.7144
1401,889.987,-1.7044
1402,889.97,-1.6944
1403,889.953,-1.6844
1404,889.936,-1.6744
1405,889.92,-1.6644
1406,889.903,-1.6544
1407,889.887,-1.6444
1408,889.87,-1.6344
1409,889.854,-1.6244
1410,889.838,-1.6144
1411,889.822,-1.6044
1412,889.806,-1.5944
1413,889.79,-1.5844
1414,889.774,-1.5744
1415,889.758,-1.5644
1416,889.743,-1.5544
1417,889.727,-1.5444
1418,889.712,-1.5344
1419,889.697,-1.5244
1420,889.681,-1.5144
1421,889.666,-1.5044
1422,889.651,-1.4944
1423,889.636,-1.4844
1424,889.622,-1.4744
1425,889.607,-1.4644
1426,889.592,-1.4544
1427,889.578,-1.4444
1428,889.563,-1.4344
1429,889.549,-1.4244
1430,889.535,-1.4144
1431,889.521,-1.4044
1432,889.507,-1.3944
1433,889.493,-1.3844
1434,889.479,-1.3744
1435,889.465,-1.3644
1436,889.452,-1.3544
1437,889.438,-1.3444
1438,889.425,-1.3344
1439,889.412,-1.3244
1440,889.398,-1.3144
1441,889.385,-1.3044
1442,889.372,-1.2944
1443,889.36,-1.2844
1444,889.347,-1.2744
1445,889.334,-1.2644
1446,889.321,-1.2544
1447,889.309,-1.2444
1448,889.297,-1.2344
1449,889.284,-1.2244
1450,889.272,-1.2144
1451,889.26,-1.2044
1452,889.248,-1.1944
1453,889.236,-1.1844
1454,889.224,-1.1744
1455,889.213,-1.1644
1456,889.201,-1.1544
1457,889.19,-1.1444
1458,889.178,-1.1344
1459,889.167,-1.1244
1460,889.156,-1.1144
1461,889.145,-1.1044
1462,889.134,-1.0944
1463,889.123,-1.0844
1464,889.112,-1.0744
1465,889.101,-1.0644
1466,889.091,-1.0544
1467,889.08,-1.0444
1468,889.07,-1.0344
1469,889.059,-1.0244
1470,889.049,-1.0144
1471,889.039,-1.0044
1472,889.029,-0.9944
1473,889.019,-0.9844
1474,889.009,-0.9744
1475,889,-0.9644
1476,888.99,-0.9544
1477,888.981,-0.9444
1478,888.971,-0.9344
1479,888.962,-0.9244
1480,888.953,-0.9144
1481,888.944,-0.9044
1482,888.935,-0.8944
1483,888.926,-0.8844
1484,888.917,-0.8744
1485,888.908,-0.8644
1486,888.9,-0.8544
1487,888.891,-0.8444
1488,888.883,-0.8344
1489,888.875,-0.8244
1490,888.866,-0.8144
1491,888.858,-0.8044
1492,888.85,-0.7944
1493,888.842,-0.7844
1494,888.835,-0.7744
1495,888.827,-0.7644
1496,888.819,-0.7544
1497,888.812,-0.7444
1498,888.804,-0.7344
1499,888.797,-0.7244
1500,888.79,-0.7144
1501,888.783,-0.7044
1502,888.776,-0.6944
1503,888.769,-0.6844
1504,888.762,-0.6744
1505,888.755,-0.6644
1506,888.749,-0.6544
1507,888.742,-0.6444
1508,888.736,-0.6344
1509,888.73,-0.6244
1510,888.723,-0.6144
1511,888.717,-0.6044
1512,888.711,-0.5944
1513,888.705,-0.5844
1514,888.7,-0.5744
1515,888.694,-0.5644
1516,888.688,-0.5544
1517,888.683,-0.5444
1518,888.677,-0.5344
1519,888.672,-0.5244
1520,888.667,-0.5144
1521,888.662,-0.5044
1522,888.657,-0.4944
1523,888.652,-0.4844
1524,888.647,-0.4744
1525,888.643,-0.4644
1526,888.638,-0.4544
1526.501,888.636,-0.4494
1527,888.633,-0.4494
1528,888.629,-0.4494
1529,888.624,-0.4494
1530,888.62,-0.4494
1531,888.615,-0.4494
1532,888.611,-0.4494
1533,888.606,-0.4494
1534,888.602,-0.4494
1535,888.597,-0.4494
1536,888.593,-0.4494
1537,888.588,-0.4494
1538,888.584,-0.4494
1539,888.58,-0.4494
1540,888.575,-0.4494
1541,888.571,-0.4494
1542,888.566,-0.4494
1543,888.562,-0.4494
1544,888.557,-0.4494
1545,888.553,-0.4494
1546,888.548,-0.4494
1547,888.544,-0.4494
1548,888.539,-0.4494
1549,888.535,-0.4494
1550,888.53,-0.4494
1551,888.526,-0.4494
1552,888.521,-0.4494
1553,888.517,-0.4494
1554,888.512,-0.4494
1555,888.508,-0.4494
1556,888.503,-0.4494
1557,888.499,-0.4494
1558,888.494,-0.4494
1559,888.49,-0.4494
1560,888.485,-0.4494
1561,888.481,-0.4494
1562,888.476,-0.4494
1563,888.472,-0.4494
1564,888.467,-0.4494
1565,888.463,-0.4494
1566,888.458,-0.4494
1567,888.454,-0.4494
1568,888.449,-0.4494
1569,888.445,-0.4494
1570,888.44,-0.4494
1571,888.436,-0.4494
1572,888.431,-0.4494
1573,888.427,-0.4494
1574,888.422,-0.4494
1575,888.418,-0.4494
1576,888.413,-0.4494
1577,888.409,-0.4494
1578,888.404,-0.4494
1579,888.4,-0.4494
1580,888.395,-0.4494
1581,888.391,-0.4494
1582,888.386,-0.4494
1583,888.382,-0.4494
1584,888.377,-0.4494
1585,888.373,-0.4494
1586,888.368,-0.4494
1587,888.364,-0.4494
1588,888.359,-0.4494
1589,888.355,-0.4494
1590,888.35,-0.4494
1591,888.346,-0.4494
1592,888.341,-0.4494
1593,888.337,-0.4494
1594,888.332,-0.4494
1595,888.328,-0.4494
1596,888.323,-0.4494
1597,888.319,-0.4494
1598,888.314,-0.4494
1599,888.31,-0.4494
1600,888.305,-0.4494
1601,888.301,-0.4494
1602,888.296,-0.4494
1603,888.292,-0.4494
1604,888.287,-0.4494
1605,888.283,-0.4494
1606,888.278,-0.4494
1607,888.274,-0.4494
1608,888.269,-0.4494
1609,888.265,-0.4494
1610,888.26,-0.4494
1611,888.256,-0.4494
1612,888.251,-0.4494
1613,888.247,-0.4494
1614,888.242,-0.4494
1615,888.238,-0.4494
1616,888.234,-0.4494
1617,888.229,-0.4494
1618,888.225,-0.4494
1619,888.22,-0.4494
1620,888.216,-0.4494
1621,888.211,-0.4494
1622,888.207,-0.4494
1623,888.202,-0.4494
1624,888.198,-0.4494
1625,888.193,-0.4494
1626,888.189,-0.4494
1627,888.184,-0.4494
1628,888.18,-0.4494
1629,888.175,-0.4494
1630,888.171,-0.4494
1631,888.166,-0.4494
1632,888.162,-0.4494
1633,888.157,-0.4494
1634,888.153,-0.4494
1635,888.148,-0.4494
1636,888.144,-0.4494
1637,888.139,-0.4494
1638,888.135,-0.4494
1639,888.13,-0.4494
1640,888.126,-0.4494
1641,888.121,-0.4494
1642,888.117,-0.4494
1643,888.112,-0.4494
1644,888.108,-0.4494
1645,888.103,-0.4494
1646,888.099,-0.4494
1647,888.094,-0.4494
1648,888.09,-0.4494
1649,888.085,-0.4494
1650,888.081,-0.4494
1651,888.076,-0.4494
1652,888.072,-0.4494
1653,888.067,-0.4494
1654,888.063,-0.4494
1655,888.058,-0.4494
1656,888.054,-0.4494
1657,888.049,-0.4494
1658,888.045,-0.4494
1659,888.04,-0.4494
1660,888.036,-0.4494
1661,888.031,-0.4494
1662,888.027,-0.4494
1663,888.022,-0.4494
1664,888.018,-0.4494
1665,888.013,-0.4494
1666,888.009,-0.4494
1667,888.004,-0.4494
1668,888,-0.4494
1669,887.995,-0.4494
1670,887.991,-0.4494
1671,887.986,-0.4494
1672,887.982,-0.4494
1673,887.977,-0.4494
1674,887.973,-0.4494
1675,887.968,-0.4494
1676,887.964,-0.4494
1677,887.959,-0.4494
1678,887.955,-0.4494
1679,887.95,-0.4494
1680,887.946,-0.4494
1681,887.941,-0.4494
1682,887.937,-0.4494
1683,887.932,-0.4494
1684,887.928,-0.4494
1685,887.923,-0.4494
1686,887.919,-0.4494
1687,887.914,-0.4494
1688,887.91,-0.4494
1689,887.905,-0.4494
1690,887.901,-0.4494
1691,887.896,-0.4494
1692,887.892,-0.4494
1693,887.888,-0.4494
1694,887.883,-0.4494
1695,887.879,-0.4494
1696,887.874,-0.4494
1697,887.87,-0.4494
1698,887.865,-0.4494
1699,887.861,-0.4494
1700,887.856,-0.4494
1701,887.852,-0.4494
1702,887.847,-0.4494
1703,887.843,-0.4494
1704,887.838,-0.4494
1705,887.834,-0.4494
1706,887.829,-0.4494
1707,887.825,-0.4494
1707.614,887.822,-0.4494
1708,887.82,-0.4445
1709,887.816,-0.432
1710,887.811,-0.4195
1711,887.807,-0.407
1712,887.803,-0.3945
1713,887.799,-0.382
1714,887.796,-0.3695
1715,887.792,-0.357
1716,887.789,-0.3445
1717,887.785,-0.332
1718,887.782,-0.3195
1719,887.779,-0.307
1720,887.776,-0.2945
1721,887.773,-0.282
1722,887.77,-0.2695
1723,887.767,-0.257
1724,887.765,-0.2445
1725,887.763,-0.232
1726,887.76,-0.2195
1727,887.758,-0.207
1728,887.756,-0.1945
1729,887.754,-0.182
1730,887.753,-0.1695
1731,887.751,-0.157
1732,887.749,-0.1445
1733,887.748,-0.132
1734,887.747,-0.1195
1735,887.746,-0.107
1736,887.745,-0.0945
1737,887.744,-0.082
1738,887.743,-0.0695
1739,887.742,-0.057
1740,887.742,-0.0445
1741,887.741,-0.032
1742,887.741,-0.0195
1743,887.741,-0.007
1744,887.741,0.0055
1745,887.741,0.018
1746,887.741,0.0305
1747,887.742,0.043
1748,887.742,0.0555
1749,887.743,0.068
1750,887.744,0.0805
1751,887.745,0.093
1752,887.746,0.1055
1753,887.747,0.118
1754,887.748,0.1305
1755,887.749,0.143
1756,887.751,0.1555
1757,887.752,0.168
1758,887.754,0.1805
1759,887.756,0.193
1760,887.758,0.2055
1761,887.76,0.218
1762,887.762,0.2305
1763,887.765,0.243
1764,887.767,0.2555
1765,887.77,0.268
1766,887.773,0.2805
1767,887.775,0.293
1768,887.778,0.3055
1769,887.782,0.318
1770,887.785,0.3305
1771,887.788,0.343
1772,887.792,0.3555
1773,887.795,0.368
1774,887.799,0.3805
1775,887.803,0.393
1776,887.807,0.4055
1777,887.811,0.418
1778,887.815,0.4305
1779,887.82,0.443
1780,887.824,0.4555
1781,887.829,0.468
1782,887.833,0.4805
1783,887.838,0.493
1784,887.843,0.5055
1785,887.848,0.518
1786,887.854,0.5305
1787,887.859,0.543
1788,887.864,0.5555
1789,887.87,0.568
1790,887.876,0.5805
1791,887.882,0.593
1792,887.888,0.6055
1793,887.894,0.618
1794,887.9,0.6305
1795,887.906,0.643
1796,887.913,0.6555
1797,887.92,0.668
1798,887.926,0.6805
1799,887.933,0.693
1800,887.94,0.7055
1801,887.947,0.718
1802,887.954,0.7305
1803,887.962,0.743
1804,887.969,0.7555
1805,887.977,0.768
1806,887.985,0.7805
1807,887.993,0.793
1808,888.001,0.8055
1809,888.009,0.818
1810,888.017,0.8305
1811,888.025,0.843
1812,888.034,0.8555
1813,888.042,0.868
1814,888.051,0.8805
1815,888.06,0.893
1816,888.069,0.9055
1817,888.078,0.918
1818,888.087,0.9305
1819,888.097,0.943
1820,888.106,0.9555
1821,888.116,0.968
1822,888.126,0.9805
1823,888.135,0.993
1824,888.145,1.0055
1825,888.156,1.018
1826,888.166,1.0305
1827,888.176,1.043
1828,888.187,1.0555
1829,888.197,1.068
1830,888.208,1.0805
1831,888.219,1.093
1832,888.23,1.1055
1833,888.241,1.118
1834,888.252,1.1305
1834.386,888.257,1.1353
1835,888.264,1.1353
1836,888.275,1.1353
1837,888.286,1.1353
1838,888.298,1.1353
1839,888.309,1.1353
1840,888.32,1.1353
1841,888.332,1.1353
1842,888.343,1.1353
1843,888.354,1.1353
1844,888.366,1.1353
1845,888.377,1.1353
1846,888.388,1.1353
1847,888.4,1.1353
1848,888.411,1.1353
1849,888.423,1.1353
1850,888.434,1.1353
1851,888.445,1.1353
1852,888.457,1.1353
1853,888.468,1.1353
1854,888.479,1.1353
1855,888.491,1.1353
1856,888.502,1.1353
1857,888.513,1.1353
1858,888.525,1.1353
1859,888.536,1.1353
1860,888.547,1.1353
1861,888.559,1.1353
1862,888.57,1.1353
1863,888.581,1.1353
1864,888.593,1.1353
1865,888.604,1.1353
1866,888.616,1.1353
1867,888.627,1.1353
1868,888.638,1.1353
1869,888.65,1.1353
1870,888.661,1.1353
1871,888.672,1.1353
1872,888.684,1.1353
1873,888.695,1.1353
1874,888.706,1.1353
1875,888.718,1.1353
1876,888.729,1.1353
1877,888.74,1.1353
1878,888.752,1.1353
1879,888.763,1.1353
1880,888.774,1.1353
1881,888.786,1.1353
1882,888.797,1.1353
1883,888.809,1.1353
1884,888.82,1.1353
1885,888.831,1.1353
1886,888.843,1.1353
1887,888.854,1.1353
1888,888.865,1.1353
1889,888.877,1.1353
1890,888.888,1.1353
1891,888.899,1.1353
1892,888.911,1.1353
1893,888.922,1.1353
1894,888.933,1.1353
1895,888.945,1.1353
1896,888.956,1.1353
1897,888.967,1.1353
1898,888.979,1.1353
1899,888.99,1.1353
1900,889.002,1.1353
1901,889.013,1.1353
1902,889.024,1.1353
1903,889.036,1.1353
1904,889.047,1.1353
1905,889.058,1.1353
1906,889.07,1.1353
1907,889.081,1.1353
1908,889.092,1.1353
1909,889.104,1.1353
1910,889.115,1.1353
1911,889.126,1.1353
1912,889.138,1.1353
1913,889.149,1.1353
1914,889.16,1.1353
1915,889.172,1.1353
1916,889.183,1.1353
1917,889.195,1.1353
1918,889.206,1.1353
1919,889.217,1.1353
1920,889.229,1.1353
1921,889.24,1.1353
1922,889.251,1.1353
1923,889.263,1.1353
1924,889.274,1.1353
1925,889.285,1.1353
1926,889.297,1.1353
1927,889.308,1.1353
1928,889.319,1.1353
1929,889.331,1.1353
1930,889.342,1.1353
1931,889.353,1.1353
1932,889.365,1.1353
1933,889.376,1.1353
1934,889.388,1.1353
1935,889.399,1.1353
1936,889.41,1.1353
1937,889.422,1.1353
1938,889.433,1.1353
1939,889.444,1.1353
1940,889.456,1.1353
1941,889.467,1.1353
1942,889.478,1.1353
1943,889.49,1.1353
1944,889.501,1.1353
1945,889.512,1.1353
1946,889.524,1.1353
1947,889.535,1.1353
1948,889.546,1.1353
1949,889.558,1.1353
1950,889.569,1.1353
1951,889.581,1.1353
1952,889.592,1.1353
1953,889.603,1.1353
1954,889.615,1.1353
1955,889.626,1.1353
1956,889.637,1.1353
1957,889.649,1.1353
1958,889.66,1.1353
1959,889.671,1.1353
1960,889.683,1.1353
1961,889.694,1.1353
1962,889.705,1.1353
1963,889.717,1.1353
1964,889.728,1.1353
1965,889.739,1.1353
1966,889.751,1.1353
1967,889.762,1.1353
1968,889.774,1.1353
1969,889.785,1.1353
1970,889.796,1.1353
1971,889.808,1.1353
1972,889.819,1.1353
1973,889.83,1.1353
1974,889.842,1.1353
1975,889.853,1.1353
1976,889.864,1.1353
1977,889.876,1.1353
1978,889.887,1.1353
1979,889.898,1.1353
1980,889.91,1.1353
1981,889.921,1.1353
1982,889.932,1.1353
1983,889.944,1.1353
1984,889.955,1.1353
1985,889.967,1.1353
1986,889.978,1.1353
1987,889.989,1.1353
1988,890.001,1.1353
1989,890.012,1.1353
1990,890.023,1.1353
1991,890.035,1.1353
1992,890.046,1.1353
1993,890.057,1.1353
1994,890.069,1.1353
1995,890.08,1.1353
1996,890.091,1.1353
1997,890.103,1.1353
1998,890.114,1.1353
1999,890.125,1.1353
2000,890.137,1.1353
2001,890.148,1.1353
2064,890.486,-0.0926
2065,890.485,-0.1126
2066,890.484,-0.1326
2067,890.483,-0.1526
2068,890.481,-0.1726
2069,890.479,-0.1926
2070,890.477,-0.2126
2071,890.475,-0.2326
2072,890.473,-0.2526
2073,890.47,-0.2726
2074,890.467,-0.2926
2075,890.464,-0.3126
2076,890.461,-0.3326
2077,890.458,-0.3526
2078,890.454,-0.3726
2079,890.45,-0.3926
2080,890.446,-0.4126
2081,890.442,-0.4326
2082,890.437,-0.4526
2083,890.433,-0.4726
2084,890.428,-0.4926
2085,890.423,-0.5126
2086,890.418,-0.5326
2087,890.412,-0.5526
2088,890.407,-0.5726
2089,890.401,-0.5926
2090,890.395,-0.6126
2091,890.389,-0.6326
2092,890.382,-0.6526
2093,890.376,-0.6726
2094,890.369,-0.6926
2095,890.362,-0.7126
2096,890.354,-0.7326
2097,890.347,-0.7526
2098,890.339,-0.7726
2099,890.332,-0.7926
2100,890.324,-0.8126
2101,890.315,-0.8326
2102,890.307,-0.8526
2103,890.298,-0.8726
2104,890.289,-0.8926
2105,890.28,-0.9126
2106,890.271,-0.9326
2107,890.262,-0.9526
2108,890.252,-0.9726
2109,890.242,-0.9926
2110,890.232,-1.0126
2111,890.222,-1.0326
2112,890.212,-1.0526
2113,890.201,-1.0726
2114,890.19,-1.0926
2115,890.179,-1.1126
2116,890.168,-1.1326
2117,890.156,-1.1526
2118,890.145,-1.1726
2119,890.133,-1.1926
2120,890.121,-1.2126
2121,890.109,-1.2326
2122,890.096,-1.2526
2123,890.084,-1.2726
2124,890.071,-1.2926
2125,890.058,-1.3126
2126,890.045,-1.3326
2127,890.031,-1.3526
2128,890.018,-1.3726
2129,890.004,-1.3926
2130,889.99,-1.4126
2131,889.976,-1.4326
2132,889.961,-1.4526
2133,889.946,-1.4726
2134,889.932,-1.4926
2135,889.917,-1.5126
2136,889.901,-1.5326
2137,889.886,-1.5526
2138,889.87,-1.5726
2139,889.855,-1.5926
2140,889.838,-1.6126
2141,889.822,-1.6326
2142,889.806,-1.6526
2143,889.789,-1.6726
2144,889.772,-1.6926
2145,889.755,-1.7126
2146,889.738,-1.7326
2147,889.721,-1.7526
2148,889.703,-1.7726
2149,889.685,-1.7926
2150,889.667,-1.8126
2151,889.649,-1.8326
2152,889.631,-1.8526
2153,889.612,-1.8726
2154,889.593,-1.8926
2155,889.574,-1.9126
2156,889.555,-1.9326
2157,889.535,-1.9526
2158,889.516,-1.9726
2159,889.496,-1.9926
2160,889.476,-2.0126
2161,889.456,-2.0326
2162,889.435,-2.0526
2163,889.415,-2.0726
2164,889.394,-2.0926
2165,889.373,-2.1126
2166,889.352,-2.1326
2167,889.33,-2.1526
2168,889.309,-2.1726
2169,889.287,-2.1926
2170,889.265,-2.2126
2171,889.242,-2.2326
2172,889.22,-2.2526
2173,889.197,-2.2726
2174,889.175,-2.2926
2175,889.152,-2.3126
2176,889.128,-2.3326
2177,889.105,-2.3526
2178,889.081,-2.3726
2179,889.057,-2.3926
2180,889.033,-2.4126
2181,889.009,-2.4326
2182,888.985,-2.4526
2183,888.96,-2.4726
2184,888.935,-2.4926
2185,888.91,-2.5126
2186,888.885,-2.5326
2187,888.86,-2.5526
2188,888.834,-2.5726
2189,888.808,-2.5926
2190,888.782,-2.6126
2191,888.756,-2.6326
2192,888.73,-2.6526
2193,888.703,-2.6726
2194,888.676,-2.6926
2195,888.649,-2.7126
2196,888.622,-2.7326
2197,888.594,-2.7526
2198,888.567,-2.7726
2199,888.539,-2.7926
2200,888.511,-2.8126
2201,888.483,-2.8326
2202,888.454,-2.8526
2203,888.426,-2.8726
2204,888.397,-2.8926
2205,888.368,-2.9126
2206,888.339,-2.9326
2207,888.309,-2.9526
2208,888.279,-2.9726
2209,888.25,-2.9926
2210,888.22,-3.0126
2211,888.189,-3.0326
2212,888.159,-3.0526
2213,888.128,-3.0726
2214,888.098,-3.0926
2215,888.067,-3.1126
2216,888.035,-3.1326
2217,888.004,-3.1526
2218,887.972,-3.1726
2219,887.94,-3.1926
2219.396,887.928,-3.2005
2220,887.908,-3.2005
2221,887.876,-3.2005
2222,887.844,-3.2005
2223,887.812,-3.2005
2224,887.78,-3.2005
2225,887.748,-3.2005
2226,887.716,-3.2005
2227,887.684,-3.2005
2228,887.652,-3.2005
2229,887.62,-3.2005
2230,887.588,-3.2005
2231,887.556,-3.2005
2232,887.524,-3.2005
2233,887.492,-3.2005
2234,887.46,-3.2005
2235,887.428,-3.2005
2236,887.396,-3.2005
2237,887.364,-3.2005
2238,887.332,-3.2005
2239,887.3,-3.2005
2240,887.268,-3.2005
2241,887.236,-3.2005
2242,887.204,-3.2005
2243,887.172,-3.2005
2244,887.14,-3.2005
2245,887.108,-3.2005
2246,887.076,-3.2005
2247,887.044,-3.2005
2248,887.012,-3.2005
2249,886.98,-3.2005
2250,886.948,-3.2005
2251,886.916,-3.2005
2252,886.884,-3.2005
2253,886.852,-3.2005
2254,886.82,-3.2005
2255,886.788,-3.2005
2256,886.756,-3.2005
2257,886.724,-3.2005
2258,886.692,-3.2005
2259,886.66,-3.2005
2260,886.628,-3.2005
2261,886.596,-3.2005
2262,886.564,-3.2005
2263,886.532,-3.2005
2264,886.5,-3.2005
2265,886.468,-3.2005
2266,886.436,-3.2005
2267,886.404,-3.2005
2268,886.372,-3.2005
2269,886.34,-3.2005
2270,886.308,-3.2005
2271,886.276,-3.2005
2272,886.244,-3.2005
2273,886.212,-3.2005
2274,886.18,-3.2005
2275,886.148,-3.2005
2276,886.116,-3.2005
2277,886.084,-3.2005
2278,886.052,-3.2005
2279,886.02,-3.2005
2280,885.988,-3.2005
2281,885.956,-3.2005
2282,885.924,-3.2005
2283,885.892,-3.2005
2284,885.86,-3.2005
2285,885.828,-3.2005
2286,885.796,-3.2005
2287,885.764,-3.2005
2288,885.732,-3.2005
2289,885.7,-3.2005
2290,885.668,-3.2005
2291,885.636,-3.2005
2292,885.604,-3.2005
2293,885.572,-3.2005
2294,885.54,-3.2005
2295,885.508,-3.2005
2296,885.476,-3.2005
2297,885.444,-3.2005
2298,885.412,-3.2005
2299,885.38,-3.2005
2300,885.348,-3.2005
2301,885.316,-3.2005
2302,885.284,-3.2005
2303,885.252,-3.2005
2304,885.22,-3.2005
2305,885.188,-3.2005
2306,885.156,-3.2005
2307,885.124,-3.2005
2308,885.092,-3.2005
2309,885.06,-3.2005
2310,885.028,-3.2005
2311,884.996,-3.2005
2312,884.964,-3.2005
2313,884.932,-3.2005
2314,884.9,-3.2005
2315,884.868,-3.2005
2316,884.836,-3.2005
2317,884.804,-3.2005
2318,884.772,-3.2005
2319,884.74,-3.2005
